,Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,id,name,pokedex_id,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,image_fn
60,Mega Banette,Ghost,Marionette Pokémon,1.2 m (3′11″),13.0 kg (28.7 lbs),1. Prankster,2 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),194,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)",64,238,332,165,301,471,75,139,273,93,171,313,83,153,291,75,139,273,mega banette,,,,,,,,,,,,,
61,Barbaracle,"Rock, Water",Collective Pokémon,1.3 m (4′03″),96.0 kg (211.6 lbs),"1. Sniper, 2. Tough Claws, Pickpocket (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),175,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)",72,254,348,105,193,339,115,211,361,54,101,227,86,159,298,68,126,258,barbaracle,832.0,Barbaracle,689.0,Rock,Water,Brown,Heads,False,False,False,False,False,['689']
62,Barboach,"Water, Ground",Whiskers Pokémon,0.4 m (1′04″),1.9 kg (4.2 lbs),"1. Oblivious, 2. Anticipation, Hydration (hidden ability)",1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,48,90,214,43,81,203,46,87,210,41,78,199,60,112,240,barboach,431.0,Barboach,339.0,Water,Ground,Gray,Fish,False,False,False,False,False,['339']
63,Barraskewda,Water,Skewer Pokémon,1.3 m (4′03″),30.0 kg (66.1 lbs),"1. Swift Swim, Propeller Tail (hidden ability)",2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),172,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",61,232,326,123,225,379,60,112,240,60,112,240,50,94,218,136,249,408,barraskewda,1047.0,Barraskewda,847.0,Water,,Brown,Fish,False,False,False,False,False,['847']
64,Basculegion Male,"Water, Ghost",Big Fish Pokémon,3.0 m (9′10″),110.0 kg (242.5 lbs),"1. Swift Swim, 2. Adaptability, Mold Breaker (hidden ability)",3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Fast,Water 2,"100% male, 0% female","20 (4,884–5,140 steps)",120,350,444,112,206,355,65,121,251,80,148,284,75,139,273,78,144,280,basculegion male,,,,,,,,,,,,,
65,Basculegion Female,"Water, Ghost",Big Fish Pokémon,3.0 m (9′10″),110.0 kg (242.5 lbs),"1. Swift Swim, 2. Adaptability, Mold Breaker (hidden ability)",3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Fast,Water 2,"0% male, 100% female","20 (4,884–5,140 steps)",120,350,444,92,170,311,65,121,251,100,184,328,75,139,273,78,144,280,basculegion female,,,,,,,,,,,,,
66,Basculin Red-Striped Form,Water,Hostile Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),"1. Reckless, 2. Adaptability, Mold Breaker (hidden ability)",2 Speed,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,Water 2,"50% male, 50% female","40 (10,024–10,280 steps)",70,250,344,92,170,311,65,121,251,80,148,284,55,103,229,98,180,324,basculin red-striped form,,,,,,,,,,,,,
67,Basculin Blue-Striped Form,Water,Hostile Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),"1. Rock Head, 2. Adaptability, Mold Breaker (hidden ability)",2 Speed,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,Water 2,"50% male, 50% female","40 (10,024–10,280 steps)",70,250,344,92,170,311,65,121,251,80,148,284,55,103,229,98,180,324,basculin blue-striped form,,,,,,,,,,,,,
68,Basculin White-Striped Form,Water,Mellow Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),"1. Rattled, 2. Adaptability, Mold Breaker (hidden ability)",2 Speed,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,Water 2,"50% male, 50% female","40 (10,024–10,280 steps)",70,250,344,92,170,311,65,121,251,80,148,284,55,103,229,98,180,324,basculin white-striped form,,,,,,,,,,,,,
69,Bastiodon,"Rock, Steel",Shield Pokémon,1.3 m (4′03″),149.5 kg (329.6 lbs),"1. Sturdy, Soundproof (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Erratic,Monster,"87.5% male, 12.5% female","30 (7,454–7,710 steps)",60,230,324,52,98,223,168,306,478,47,89,212,138,252,412,30,58,174,bastiodon,519.0,Bastiodon,411.0,Rock,Steel,Gray,Quadruped,False,False,False,False,False,['411']
70,Baxcalibur,"Dragon, Ice",Ice Dragon Pokémon,2.1 m (6′11″),210.0 kg (463.0 lbs),"1. Thermal Exchange, Ice Body (hidden ability)",3 Attack,"10 (1.3% with PokéBall, full HP)",50 (normal),300,Slow,"Dragon, Mineral","50% male, 50% female","40 (10,024–10,280 steps)",115,340,434,145,265,427,92,170,311,75,139,273,86,159,298,87,161,300,baxcalibur,,,,,,,,,,,,,
71,Bayleef,Grass,Leaf Pokémon,1.2 m (3′11″),15.8 kg (34.8 lbs),"1. Overgrow, Leaf Guard (hidden ability)","1 Defense, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",60,230,324,62,116,245,80,148,284,63,117,247,80,148,284,60,112,240,bayleef,223.0,Bayleef,153.0,Grass,,Green,Quadruped,False,False,False,False,False,['153']
72,Beartic,Ice,Freezing Pokémon,2.6 m (8′06″),260.0 kg (573.2 lbs),"1. Snow Cloak, 2. Slush Rush, Swift Swim (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,130,238,394,80,148,284,70,130,262,80,148,284,50,94,218,beartic,744.0,Beartic,614.0,Ice,,White,Quadruped,False,False,False,False,False,['614']
73,Beautifly,"Bug, Flying",Butterfly Pokémon,1.0 m (3′03″),28.4 kg (62.6 lbs),"1. Swarm, Rivalry (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),178,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,70,130,262,50,94,218,100,184,328,50,94,218,65,121,251,beautifly,350.0,Beautifly,267.0,Bug,Flying,Yellow,Bug-Wings,False,False,False,False,False,['267']
74,Beedrill,"Bug, Poison",Poison Bee Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),"1. Swarm, Sniper (hidden ability)","2 Attack, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),178,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,90,166,306,40,76,196,45,85,207,80,148,284,75,139,273,beedrill,22.0,Beedrill,15.0,Bug,Poison,Yellow,Bug-Wings,False,False,False,False,False,['15']
75,Mega Beedrill,"Bug, Poison",Poison Bee Pokémon,1.4 m (4′07″),40.5 kg (89.3 lbs),1. Adaptability,"2 Attack, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),223,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,150,274,438,40,76,196,15,31,141,80,148,284,145,265,427,mega beedrill,,,,,,,,,,,,,
76,Beheeyem,Psychic,Cerebral Pokémon,1.0 m (3′03″),34.5 kg (76.1 lbs),"1. Telepathy, 2. Synchronize, Analytic (hidden ability)",2 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,75,139,273,125,229,383,95,175,317,40,76,196,beheeyem,736.0,Beheeyem,606.0,Psychic,,Brown,Humanoid,False,False,False,False,False,['606']
77,Beldum,"Steel, Psychic",Iron Ball Pokémon,0.6 m (2′00″),95.2 kg (209.9 lbs),"1. Clear Body, Light Metal (hidden ability)",1 Defense,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),60,Slow,Mineral,Genderless,"40 (10,024–10,280 steps)",40,190,284,55,103,229,80,148,284,35,67,185,60,112,240,30,58,174,beldum,473.0,Beldum,374.0,Steel,Psychic,Blue,Blob,False,False,False,False,False,['374']
78,Bellibolt,Electric,EleFrog Pokémon,1.2 m (3′11″),113.0 kg (249.1 lbs),"1. Electromorphosis, 2. Static, Damp (hidden ability)",2 HP,"50 (6.5% with PokéBall, full HP)",50 (normal),173,Medium Fast,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,64,119,249,91,168,309,103,189,335,83,153,291,45,85,207,bellibolt,,,,,,,,,,,,,
79,Bellossom,Grass,Flower Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),"1. Chlorophyll, Healer (hidden ability)",3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),221,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,80,148,284,95,175,317,90,166,306,100,184,328,50,94,218,bellossom,253.0,Bellossom,182.0,Grass,,Green,Humanoid,False,False,False,False,False,['182']
80,Bellsprout,"Grass, Poison",Flower Pokémon,0.7 m (2′04″),4.0 kg (8.8 lbs),"1. Chlorophyll, Gluttony (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,35,67,185,70,130,262,30,58,174,40,76,196,bellsprout,108.0,Bellsprout,69.0,Grass,Poison,Green,Humanoid,False,False,False,False,False,['69']
81,Bergmite,Ice,Ice Chunk Pokémon,1.0 m (3′03″),99.5 kg (219.4 lbs),"1. Own Tempo, 2. Ice Body, Sturdy (hidden ability)",1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Mineral, Monster","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,69,128,260,85,157,295,32,62,179,35,67,185,28,54,170,bergmite,861.0,Bergmite,712.0,Ice,,Blue,Quadruped,False,False,False,False,False,['712']
82,Bewear,"Normal, Fighting",Strong Arm Pokémon,2.1 m (6′11″),135.0 kg (297.6 lbs),"1. Fluffy, 2. Klutz, Unnerve (hidden ability)",2 Attack,"70 (9.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",120,350,444,125,229,383,80,148,284,55,103,229,60,112,240,60,112,240,bewear,927.0,Bewear,760.0,Normal,Fighting,Pink,Upright,False,False,False,False,False,['760']
83,Bibarel,"Normal, Water",Beaver Pokémon,1.0 m (3′03″),31.5 kg (69.4 lbs),"1. Simple, 2. Unaware, Moody (hidden ability)",2 Attack,"127 (16.6% with PokéBall, full HP)",50 (normal),144,Medium Fast,"Field, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",79,268,362,85,157,295,60,112,240,55,103,229,60,112,240,71,132,265,bibarel,508.0,Bibarel,400.0,Normal,Water,Brown,Upright,False,False,False,False,False,['400']
84,Bidoof,Normal,Plump Mouse Pokémon,0.5 m (1′08″),20.0 kg (44.1 lbs),"1. Simple, 2. Unaware, Moody (hidden ability)",1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),50,Medium Fast,"Field, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",59,228,322,45,85,207,40,76,196,35,67,185,40,76,196,31,60,177,bidoof,507.0,Bidoof,399.0,Normal,,Brown,Quadruped,False,False,False,False,False,['399']
85,Binacle,"Rock, Water",Two-Handed Pokémon,0.5 m (1′08″),31.0 kg (68.3 lbs),"1. Sniper, 2. Tough Claws, Pickpocket (hidden ability)",1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),61,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)",42,194,288,52,98,223,67,125,256,39,74,194,56,105,232,50,94,218,binacle,831.0,Binacle,688.0,Rock,Water,Brown,Heads,False,False,False,False,False,['688']
86,Bisharp,"Dark, Steel",Sword Blade Pokémon,1.6 m (5′03″),70.0 kg (154.3 lbs),"1. Defiant, 2. Inner Focus, Pressure (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),172,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,125,229,383,100,184,328,60,112,240,70,130,262,70,130,262,bisharp,756.0,Bisharp,625.0,Dark,Steel,Red,Humanoid,False,False,False,False,False,['625']
87,Blacephalon,"Fire, Ghost",Fireworks Pokémon,1.8 m (5′11″),13.0 kg (28.7 lbs),1. Beast Boost,3 Sp. Atk,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",53,216,310,127,233,388,53,99,225,151,276,441,79,146,282,107,197,344,blacephalon,995.0,Blacephalon,806.0,Fire,Ghost,White,Humanoid,False,False,False,False,False,['806']
88,Blastoise,Water,Shellfish Pokémon,1.6 m (5′03″),85.5 kg (188.5 lbs),"1. Torrent, Rain Dish (hidden ability)",3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",79,268,362,83,153,291,100,184,328,85,157,295,105,193,339,78,144,280,blastoise,13.0,Blastoise,9.0,Water,,Blue,Upright,False,False,False,False,False,['9']
89,Mega Blastoise,Water,Shellfish Pokémon,1.6 m (5′03″),101.1 kg (222.9 lbs),1. Mega Launcher,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",79,268,362,103,189,335,120,220,372,135,247,405,115,211,361,78,144,280,mega blastoise,,,,,,,,,,,,,
90,Blaziken,"Fire, Fighting",Blaze Pokémon,1.9 m (6′03″),52.0 kg (114.6 lbs),"1. Blaze, Speed Boost (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,120,220,372,70,130,262,110,202,350,70,130,262,80,148,284,blaziken,336.0,Blaziken,257.0,Fire,Fighting,Red,Upright,False,False,False,False,False,['257']
91,Mega Blaziken,"Fire, Fighting",Blaze Pokémon,1.9 m (6′03″),52.0 kg (114.6 lbs),1. Speed Boost,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,160,292,460,80,148,284,130,238,394,80,148,284,100,184,328,mega blaziken,,,,,,,,,,,,,
92,Blipbug,Bug,Larva Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),"1. Swarm, 2. Compound Eyes, Telepathy (hidden ability)",1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),36,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",25,160,254,20,40,152,20,40,152,25,49,163,45,85,207,45,85,207,blipbug,1018.0,Blipbug,824.0,Bug,,Blue,Armor,False,False,False,False,False,['824']
93,Blissey,Normal,Happiness Pokémon,1.5 m (4′11″),46.8 kg (103.2 lbs),"1. Natural Cure, 2. Serene Grace, Healer (hidden ability)",3 HP,"30 (3.9% with PokéBall, full HP)",140 (higher than normal),635,Fast,Fairy,"0% male, 100% female","40 (10,024–10,280 steps)",255,620,714,10,22,130,10,22,130,75,139,273,135,247,405,55,103,229,blissey,319.0,Blissey,242.0,Normal,,Pink,Humanoid,False,False,False,False,False,['242']
94,Blitzle,Electric,Electrified Pokémon,0.8 m (2′07″),29.8 kg (65.7 lbs),"1. Lightning Rod, 2. Motor Drive, Sap Sipper (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,60,112,240,32,62,179,50,94,218,32,62,179,76,141,276,blitzle,644.0,Blitzle,522.0,Electric,,Black,Quadruped,False,False,False,False,False,['522']
95,Boldore,Rock,Ore Pokémon,0.9 m (2′11″),102.0 kg (224.9 lbs),"1. Sturdy, 2. Weak Armor, Sand Force (hidden ability)","1 Attack, 1 Defense","120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,105,193,339,105,193,339,50,94,218,40,76,196,20,40,152,boldore,647.0,Boldore,525.0,Rock,,Blue,Tentacles,False,False,False,False,False,['525']
96,Boltund,Electric,Dog Pokémon,1.0 m (3′03″),34.0 kg (75.0 lbs),"1. Strong Jaw, Competitive (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",69,248,342,90,166,306,60,112,240,90,166,306,60,112,240,121,222,375,boltund,1032.0,Boltund,836.0,Electric,,Yellow,Quadruped,False,False,False,False,False,['836']
97,Bombirdier,"Flying, Dark",Item Drop Pokémon,1.5 m (4′11″),42.9 kg (94.6 lbs),"1. Big Pecks, 2. Keen Eye, Rocky Payload (hidden ability)",2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),243,Slow,Flying,"50% male, 50% female","35 (8,739–8,995 steps)",70,250,344,103,189,335,85,157,295,60,112,240,85,157,295,82,152,289,bombirdier,,,,,,,,,,,,,
98,Bonsly,Rock,Bonsai Pokémon,0.5 m (1′08″),15.0 kg (33.1 lbs),"1. Sturdy, 2. Rock Head, Rattled (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Undiscovered,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,80,148,284,95,175,317,10,22,130,45,85,207,10,22,130,bonsly,549.0,Bonsly,438.0,Rock,,Brown,Legs,False,False,False,False,False,['438']
99,Bouffalant,Normal,Bash Buffalo Pokémon,1.6 m (5′03″),94.6 kg (208.6 lbs),"1. Reckless, 2. Sap Sipper, Soundproof (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,110,202,350,95,175,317,40,76,196,95,175,317,55,103,229,bouffalant,757.0,Bouffalant,626.0,Normal,,Brown,Quadruped,False,False,False,False,False,['626']
100,Bounsweet,Grass,Fruit Pokémon,0.3 m (1′00″),3.2 kg (7.1 lbs),"1. Leaf Guard, 2. Oblivious, Sweet Veil (hidden ability)",1 HP,"235 (30.7% with PokéBall, full HP)",50 (normal),42,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",42,194,288,30,58,174,38,72,192,30,58,174,38,72,192,32,62,179,bounsweet,928.0,Bounsweet,761.0,Grass,,Purple,Legs,False,False,False,False,False,['761']
101,Braixen,Fire,Fox Pokémon,1.0 m (3′03″),14.5 kg (32.0 lbs),"1. Blaze, Magician (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),143,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",59,228,322,59,110,238,58,108,236,90,166,306,70,130,262,73,135,269,braixen,792.0,Braixen,654.0,Fire,,Red,Upright,False,False,False,False,False,['654']
102,Brambleghast,"Grass, Ghost",Tumbleweed Pokémon,1.2 m (3′11″),6.0 kg (13.2 lbs),"1. Wind Rider, Infiltrator (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,115,211,361,70,130,262,80,148,284,70,130,262,90,166,306,brambleghast,,,,,,,,,,,,,
103,Bramblin,"Grass, Ghost",Tumbleweed Pokémon,0.6 m (2′00″),0.6 kg (1.3 lbs),"1. Wind Rider, Infiltrator (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,65,121,251,30,58,174,45,85,207,35,67,185,60,112,240,bramblin,,,,,,,,,,,,,
104,Braviary,"Normal, Flying",Valiant Pokémon,1.5 m (4′11″),41.0 kg (90.4 lbs),"1. Keen Eye, 2. Sheer Force, Defiant (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,Flying,"100% male, 0% female","20 (4,884–5,140 steps)",100,310,404,123,225,379,75,139,273,57,107,234,75,139,273,80,148,284,braviary,759.0,Braviary,628.0,Normal,Flying,Red,Wings,False,False,False,False,False,['628']
105,Hisuian Braviary,"Psychic, Flying",Battle Cry Pokémon,1.7 m (5′07″),43.4 kg (95.7 lbs),"1. Keen Eye, 2. Sheer Force, Tinted Lens (hidden ability)",2 Sp. Atk,"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,Flying,"100% male, 0% female","20 (4,884–5,140 steps)",110,330,424,83,153,291,70,130,262,112,206,355,70,130,262,65,121,251,hisuian braviary,,,,,,,,,,,,,
106,Breloom,"Grass, Fighting",Mushroom Pokémon,1.2 m (3′11″),39.2 kg (86.4 lbs),"1. Effect Spore, 2. Poison Heal, Technician (hidden ability)",2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),161,Fluctuating,"Fairy, Grass","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,130,238,394,80,148,284,60,112,240,60,112,240,70,130,262,breloom,370.0,Breloom,286.0,Grass,Fighting,Green,Upright,False,False,False,False,False,['286']
107,Brionne,Water,Pop Star Pokémon,0.6 m (2′00″),17.5 kg (38.6 lbs),"1. Torrent, Liquid Voice (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","15 (3,599–3,855 steps)",60,230,324,69,128,260,69,128,260,91,168,309,81,150,287,50,94,218,brionne,883.0,Brionne,729.0,Water,,Blue,Fish,False,False,False,False,False,['729']
108,Bronzong,"Steel, Psychic",Bronze Bell Pokémon,1.3 m (4′03″),187.0 kg (412.3 lbs),"1. Levitate, 2. Heatproof, Heavy Metal (hidden ability)","1 Defense, 1 Sp. Def","90 (11.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",67,244,338,89,164,304,116,213,364,79,146,282,116,213,364,33,63,181,bronzong,548.0,Bronzong,437.0,Steel,Psychic,Green,Arms,False,False,False,False,False,['437']
109,Bronzor,"Steel, Psychic",Bronze Pokémon,0.5 m (1′08″),60.5 kg (133.4 lbs),"1. Levitate, 2. Heatproof, Heavy Metal (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",57,224,318,24,47,161,86,159,298,24,47,161,86,159,298,23,45,159,bronzor,547.0,Bronzor,436.0,Steel,Psychic,Green,Ball,False,False,False,False,False,['436']
110,Brute Bonnet,"Grass, Dark",Paradox Pokémon,1.2 m (3′11″),21.0 kg (46.3 lbs),1. Protosynthesis,3 Attack,"50 (6.5% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",111,332,426,127,233,388,99,182,326,79,146,282,99,182,326,55,103,229,brute bonnet,,,,,,,,,,,,,
111,Bruxish,"Water, Psychic",Gnash Teeth Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),"1. Dazzling, 2. Strong Jaw, Wonder Skin (hidden ability)",2 Attack,"80 (10.5% with PokéBall, full HP)",50 (normal),166,Medium Fast,Water 2,"50% male, 50% female","15 (3,599–3,855 steps)",68,246,340,105,193,339,70,130,262,70,130,262,70,130,262,92,170,311,bruxish,963.0,Bruxish,779.0,Water,Psychic,Pink,Fish,False,False,False,False,False,['779']
112,Budew,"Grass, Poison",Bud Pokémon,0.2 m (0′08″),1.2 kg (2.6 lbs),"1. Natural Cure, 2. Poison Point, Leaf Guard (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,Undiscovered,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,30,58,174,35,67,185,50,94,218,70,130,262,55,103,229,budew,514.0,Budew,406.0,Grass,Poison,Green,Humanoid,False,False,False,False,False,['406']
