,Height,Weight,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,name,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,_name_clean
80,0.7 m (2′04″),4.0 kg (8.8 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,35,67,185,70,130,262,30,58,174,40,76,196,bellsprout,Bellsprout,Grass,Poison,Green,Humanoid,False,False,False,False,False,bellsprout
81,1.0 m (3′03″),99.5 kg (219.4 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Mineral, Monster","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,69,128,260,85,157,295,32,62,179,35,67,185,28,54,170,bergmite,Bergmite,Ice,,Blue,Quadruped,False,False,False,False,False,bergmite
82,2.1 m (6′11″),135.0 kg (297.6 lbs),"70 (9.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",120,350,444,125,229,383,80,148,284,55,103,229,60,112,240,60,112,240,bewear,Bewear,Normal,Fighting,Pink,Upright,False,False,False,False,False,bewear
83,1.0 m (3′03″),31.5 kg (69.4 lbs),"127 (16.6% with PokéBall, full HP)",50 (normal),144,Medium Fast,"Field, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",79,268,362,85,157,295,60,112,240,55,103,229,60,112,240,71,132,265,bibarel,Bibarel,Normal,Water,Brown,Upright,False,False,False,False,False,bibarel
84,0.5 m (1′08″),20.0 kg (44.1 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),50,Medium Fast,"Field, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",59,228,322,45,85,207,40,76,196,35,67,185,40,76,196,31,60,177,bidoof,Bidoof,Normal,,Brown,Quadruped,False,False,False,False,False,bidoof
85,0.5 m (1′08″),31.0 kg (68.3 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),61,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)",42,194,288,52,98,223,67,125,256,39,74,194,56,105,232,50,94,218,binacle,Binacle,Rock,Water,Brown,Heads,False,False,False,False,False,binacle
86,1.6 m (5′03″),70.0 kg (154.3 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),172,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,125,229,383,100,184,328,60,112,240,70,130,262,70,130,262,bisharp,Bisharp,Dark,Steel,Red,Humanoid,False,False,False,False,False,bisharp
87,1.8 m (5′11″),13.0 kg (28.7 lbs),"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",53,216,310,127,233,388,53,99,225,151,276,441,79,146,282,107,197,344,blacephalon,Blacephalon,Fire,Ghost,White,Humanoid,False,False,False,False,False,blacephalon
88,1.6 m (5′03″),85.5 kg (188.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",79,268,362,83,153,291,100,184,328,85,157,295,105,193,339,78,144,280,blastoise,Blastoise,Water,,Blue,Upright,False,False,False,False,False,blastoise
89,1.6 m (5′03″),101.1 kg (222.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",79,268,362,103,189,335,120,220,372,135,247,405,115,211,361,78,144,280,mega blastoise,Blastoise,Water,,Blue,Upright,,,,,,blastoise
90,1.9 m (6′03″),52.0 kg (114.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,120,220,372,70,130,262,110,202,350,70,130,262,80,148,284,blaziken,Blaziken,Fire,Fighting,Red,Upright,False,False,False,False,False,blaziken
91,1.9 m (6′03″),52.0 kg (114.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,160,292,460,80,148,284,130,238,394,80,148,284,100,184,328,mega blaziken,Blaziken,Fire,,Red,Upright,,,,,,blaziken
92,0.4 m (1′04″),8.0 kg (17.6 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),36,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",25,160,254,20,40,152,20,40,152,25,49,163,45,85,207,45,85,207,blipbug,Blipbug,Bug,,Blue,Armor,False,False,False,False,False,blipbug
93,1.5 m (4′11″),46.8 kg (103.2 lbs),"30 (3.9% with PokéBall, full HP)",140 (higher than normal),635,Fast,Fairy,"0% male, 100% female","40 (10,024–10,280 steps)",255,620,714,10,22,130,10,22,130,75,139,273,135,247,405,55,103,229,blissey,Blissey,Normal,,Pink,Humanoid,False,False,False,False,False,blissey
94,0.8 m (2′07″),29.8 kg (65.7 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,60,112,240,32,62,179,50,94,218,32,62,179,76,141,276,blitzle,Blitzle,Electric,,Black,Quadruped,False,False,False,False,False,blitzle
95,0.9 m (2′11″),102.0 kg (224.9 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,105,193,339,105,193,339,50,94,218,40,76,196,20,40,152,boldore,Boldore,Rock,,Blue,Tentacles,False,False,False,False,False,boldore
96,1.0 m (3′03″),34.0 kg (75.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),172,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",69,248,342,90,166,306,60,112,240,90,166,306,60,112,240,121,222,375,boltund,Boltund,Electric,,Yellow,Quadruped,False,False,False,False,False,boltund
97,1.5 m (4′11″),42.9 kg (94.6 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),243,Slow,Flying,"50% male, 50% female","35 (8,739–8,995 steps)",70,250,344,103,189,335,85,157,295,60,112,240,85,157,295,82,152,289,bombirdier,Lombre,Water,,Green,Humanoid,,,,,,bombirdier
98,0.5 m (1′08″),15.0 kg (33.1 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Undiscovered,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,80,148,284,95,175,317,10,22,130,45,85,207,10,22,130,bonsly,Bonsly,Rock,,Brown,Legs,False,False,False,False,False,bonsly
99,1.6 m (5′03″),94.6 kg (208.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,110,202,350,95,175,317,40,76,196,95,175,317,55,103,229,bouffalant,Bouffalant,Normal,,Brown,Quadruped,False,False,False,False,False,bouffalant
100,0.3 m (1′00″),3.2 kg (7.1 lbs),"235 (30.7% with PokéBall, full HP)",50 (normal),42,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",42,194,288,30,58,174,38,72,192,30,58,174,38,72,192,32,62,179,bounsweet,Bounsweet,Grass,,Purple,Legs,False,False,False,False,False,bounsweet
101,1.0 m (3′03″),14.5 kg (32.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),143,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",59,228,322,59,110,238,58,108,236,90,166,306,70,130,262,73,135,269,braixen,Braixen,Fire,,Red,Upright,False,False,False,False,False,braixen
102,1.2 m (3′11″),6.0 kg (13.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,115,211,361,70,130,262,80,148,284,70,130,262,90,166,306,brambleghast,Karrablast,Bug,,Blue,Humanoid,,,,,,brambleghast
103,0.6 m (2′00″),0.6 kg (1.3 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,65,121,251,30,58,174,45,85,207,35,67,185,60,112,240,bramblin,Cobalion,Steel,,Blue,Quadruped,,,,,,bramblin
104,1.5 m (4′11″),41.0 kg (90.4 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,Flying,"100% male, 0% female","20 (4,884–5,140 steps)",100,310,404,123,225,379,75,139,273,57,107,234,75,139,273,80,148,284,braviary,Braviary,Normal,Flying,Red,Wings,False,False,False,False,False,braviary
105,1.7 m (5′07″),43.4 kg (95.7 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,Flying,"100% male, 0% female","20 (4,884–5,140 steps)",110,330,424,83,153,291,70,130,262,112,206,355,70,130,262,65,121,251,hisuian braviary,Braviary,Normal,,Red,Wings,,,,,,braviary
106,1.2 m (3′11″),39.2 kg (86.4 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),161,Fluctuating,"Fairy, Grass","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,130,238,394,80,148,284,60,112,240,60,112,240,70,130,262,breloom,Breloom,Grass,Fighting,Green,Upright,False,False,False,False,False,breloom
107,0.6 m (2′00″),17.5 kg (38.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","15 (3,599–3,855 steps)",60,230,324,69,128,260,69,128,260,91,168,309,81,150,287,50,94,218,brionne,Brionne,Water,,Blue,Fish,False,False,False,False,False,brionne
108,1.3 m (4′03″),187.0 kg (412.3 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",67,244,338,89,164,304,116,213,364,79,146,282,116,213,364,33,63,181,bronzong,Bronzong,Steel,Psychic,Green,Arms,False,False,False,False,False,bronzong
109,0.5 m (1′08″),60.5 kg (133.4 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",57,224,318,24,47,161,86,159,298,24,47,161,86,159,298,23,45,159,bronzor,Bronzor,Steel,Psychic,Green,Ball,False,False,False,False,False,bronzor
110,1.2 m (3′11″),21.0 kg (46.3 lbs),"50 (6.5% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",111,332,426,127,233,388,99,182,326,79,146,282,99,182,326,55,103,229,brute bonnet,Meloetta Pirouette,Normal,,White,Humanoid,,,,,,brute bonnet
111,0.9 m (2′11″),19.0 kg (41.9 lbs),"80 (10.5% with PokéBall, full HP)",50 (normal),166,Medium Fast,Water 2,"50% male, 50% female","15 (3,599–3,855 steps)",68,246,340,105,193,339,70,130,262,70,130,262,70,130,262,92,170,311,bruxish,Bruxish,Water,Psychic,Pink,Fish,False,False,False,False,False,bruxish
112,0.2 m (0′08″),1.2 kg (2.6 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,Undiscovered,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,30,58,174,35,67,185,50,94,218,70,130,262,55,103,229,budew,Budew,Grass,Poison,Green,Humanoid,False,False,False,False,False,budew
113,0.7 m (2′04″),29.5 kg (65.0 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,65,121,251,35,67,185,60,112,240,30,58,174,85,157,295,buizel,Buizel,Water,,Brown,Quadruped,False,False,False,False,False,buizel
114,0.7 m (2′04″),6.9 kg (15.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,49,92,216,49,92,216,65,121,251,65,121,251,45,85,207,bulbasaur,Bulbasaur,Grass,Poison,Green,Quadruped,False,False,False,False,False,bulbasaur
115,0.4 m (1′04″),5.5 kg (12.1 lbs),"190 (24.8% with PokéBall, full HP)",0 (lower than normal),70,Medium Fast,"Field, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,66,123,254,44,83,205,44,83,205,56,105,232,85,157,295,buneary,Buneary,Normal,,Brown,Upright,False,False,False,False,False,buneary
116,0.4 m (1′04″),5.0 kg (11.0 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),47,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",38,186,280,36,69,188,38,72,192,32,62,179,36,69,188,57,107,234,bunnelby,Bunnelby,Normal,,Brown,Upright,False,False,False,False,False,bunnelby
117,0.2 m (0′08″),3.4 kg (7.5 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,burmy plant cloak,Cramorant,Flying,,Blue,Wings,,,,,,burmy plant cloak
118,0.2 m (0′08″),3.4 kg (7.5 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,burmy sandy cloak,Palossand,Ghost,,Brown,Squiggle,,,,,,burmy sandy cloak
119,0.2 m (0′08″),3.4 kg (7.5 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,burmy trash cloak,Eternatus Eternamax,Poison,,Purple,Wings,,,,,,burmy trash cloak
120,1.1 m (3′07″),32.0 kg (70.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),178,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,45,85,207,50,94,218,90,166,306,80,148,284,70,130,262,butterfree,Butterfree,Bug,Flying,White,Bug-Wings,False,False,False,False,False,butterfree
121,2.4 m (7′10″),333.6 kg (735.5 lbs),"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",107,324,418,139,254,414,139,254,414,53,99,225,53,99,225,79,146,282,buzzwole,Buzzwole,Bug,Fighting,Red,Tentacles,False,False,False,False,False,buzzwole
122,0.4 m (1′04″),51.3 kg (113.1 lbs),"190 (24.8% with PokéBall, full HP)",35 (lower than normal),67,Medium Slow,"Grass, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,85,157,295,40,76,196,85,157,295,40,76,196,35,67,185,cacnea,Cacnea,Grass,,Green,Humanoid,False,False,False,False,False,cacnea
123,1.3 m (4′03″),77.4 kg (170.6 lbs),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),166,Medium Slow,"Grass, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,115,211,361,60,112,240,115,211,361,60,112,240,55,103,229,cacturne,Cacturne,Grass,Dark,Green,Humanoid,False,False,False,False,False,cacturne
124,1.1 m (3′07″),7.7 kg (17.0 lbs),"3 (0.4% with PokéBall, full HP)",100 (higher than normal),250,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,80,148,284,80,148,284,80,148,284,80,148,284,80,148,284,calyrex,Calyrex,Psychic,Grass,Green,Humanoid,True,False,False,False,False,calyrex
125,2.4 m (7′10″),809.1 kg (1783.8 lbs),"3 (0.4% with PokéBall, full HP)",100 (higher than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,165,301,471,150,274,438,85,157,295,130,238,394,50,94,218,calyrex ice rider,Calyrex Ice Rider,Psychic,Ice,Green,Humanoid,True,False,False,False,False,calyrex ice rider
126,2.4 m (7′10″),53.6 kg (118.2 lbs),"3 (0.4% with PokéBall, full HP)",100 (higher than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,85,157,295,80,148,284,165,301,471,100,184,328,150,274,438,calyrex shadow rider,Calyrex Shadow Rider,Psychic,Ghost,Green,Humanoid,True,False,False,False,False,calyrex shadow rider
127,1.9 m (6′03″),220.0 kg (485.0 lbs),"150 (19.6% with PokéBall, full HP)",50 (normal),161,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,100,184,328,70,130,262,105,193,339,75,139,273,40,76,196,camerupt,Camerupt,Fire,Ground,Red,Quadruped,False,False,False,False,False,camerupt
128,2.5 m (8′02″),320.5 kg (706.6 lbs),"150 (19.6% with PokéBall, full HP)",50 (normal),196,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,120,220,372,100,184,328,145,265,427,105,193,339,20,40,152,mega camerupt,Camerupt,Fire,,Red,Quadruped,,,,,,camerupt
129,0.3 m (1′00″),3.0 kg (6.6 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,62,116,245,40,76,196,62,116,245,40,76,196,50,94,218,capsakid,Rapidash,Fire,,Yellow,Quadruped,,,,,,capsakid
130,0.3 m (1′00″),5.7 kg (12.6 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),100,Slow,"Fairy, Mineral",Genderless,"25 (6,169–6,425 steps)",50,210,304,50,94,218,150,274,438,50,94,218,150,274,438,50,94,218,carbink,Carbink,Rock,Fairy,Gray,Ball,False,False,False,False,False,carbink
131,1.1 m (3′07″),78.0 kg (172.0 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),144,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,60,112,240,90,166,306,60,112,240,70,130,262,50,94,218,carkol,Carkol,Rock,Fire,Black,Legs,False,False,False,False,False,carkol
132,1.4 m (4′07″),27.0 kg (59.5 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),159,Slow,Grass,"50% male, 50% female","25 (6,169–6,425 steps)",74,258,352,100,184,328,72,134,267,90,166,306,72,134,267,46,87,210,carnivine,Carnivine,Grass,,Green,Tentacles,False,False,False,False,False,carnivine
133,1.2 m (3′11″),81.0 kg (178.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",74,258,352,108,198,346,133,243,401,83,153,291,65,121,251,32,62,179,carracosta,Carracosta,Water,Rock,Blue,Upright,False,False,False,False,False,carracosta
134,0.8 m (2′07″),20.8 kg (45.9 lbs),"225 (29.4% with PokéBall, full HP)",35 (lower than normal),61,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,90,166,306,20,40,152,65,121,251,20,40,152,65,121,251,carvanha,Carvanha,Water,Dark,Red,Fish,False,False,False,False,False,carvanha
135,0.7 m (2′04″),11.5 kg (25.4 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),72,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,35,67,185,55,103,229,25,49,163,25,49,163,15,31,141,cascoon,Cascoon,Bug,,Purple,Ball,False,False,False,False,False,cascoon
136,0.3 m (1′00″),0.8 kg (1.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,70,130,262,70,130,262,70,130,262,70,130,262,70,130,262,castform,Castform,Normal,,Gray,Ball,False,False,False,False,False,castform
137,0.3 m (1′00″),0.8 kg (1.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,70,130,262,70,130,262,70,130,262,70,130,262,70,130,262,castform sunny form,Castform,Normal,,Gray,Ball,,,,,,castform sunny
138,0.3 m (1′00″),0.8 kg (1.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,70,130,262,70,130,262,70,130,262,70,130,262,70,130,262,castform rainy form,Castform,Normal,,Gray,Ball,,,,,,castform rainy
139,0.3 m (1′00″),0.8 kg (1.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Fast,"Amorphous, Fairy","50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,70,130,262,70,130,262,70,130,262,70,130,262,70,130,262,castform snowy form,Castform,Normal,,Gray,Ball,,,,,,castform snowy
140,0.3 m (1′00″),2.9 kg (6.4 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),39,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,30,58,174,35,67,185,20,40,152,20,40,152,45,85,207,caterpie,Caterpie,Bug,,Green,Armor,False,False,False,False,False,caterpie
141,0.6 m (2′00″),5.0 kg (11.0 lbs),"45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,celebi,Celebi,Psychic,Grass,Green,Humanoid,True,False,False,False,False,celebi
142,9.2 m (30′02″),999.9 kg (2204.4 lbs),"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,101,186,331,103,189,335,107,197,344,101,186,331,61,114,243,celesteela,Celesteela,Steel,Flying,Green,Humanoid,False,False,False,False,False,celesteela
143,3.0 m (9′10″),120.0 kg (264.6 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),184,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,115,211,361,65,121,251,90,166,306,90,166,306,65,121,251,centiskorch,Centiskorch,Fire,Bug,Red,Tentacles,False,False,False,False,False,centiskorch
144,1.6 m (5′03″),62.0 kg (136.7 lbs),"25 (3.3% with PokéBall, full HP)",20 (lower than normal),263,Slow,Human-Like,"50% male, 50% female","35 (8,739–8,995 steps)",75,260,354,125,229,383,80,148,284,60,112,240,100,184,328,85,157,295,ceruledge,Scolipede,Bug,,Red,Armor,,,,,,ceruledge
145,4.5 m (14′09″),700.0 kg (1543.2 lbs),"50 (6.5% with PokéBall, full HP)",50 (normal),182,Medium Slow,Field,"50% male, 50% female","25 (6,169–6,425 steps)",170,450,544,113,207,357,65,121,251,45,85,207,55,103,229,73,135,269,cetitan,Ledian,Bug,,Red,Wings,,,,,,cetitan
146,1.2 m (3′11″),45.0 kg (99.2 lbs),"150 (19.6% with PokéBall, full HP)",50 (normal),67,Medium Slow,Field,"50% male, 50% female","25 (6,169–6,425 steps)",108,326,420,68,126,258,45,85,207,30,58,174,40,76,196,43,81,203,cetoddle,Geodude,Rock,,Brown,Arms,,,,,,cetoddle
